37.16,33.94,0
37.16,33.97,0
37.09,34.01,0
37.02,34.09,0
36.89,34.11,0
36.82,34.07,0
36.82,34.09,0
36.78,34.1,0
36.78,34.18,0
36.68,34.27,0
36.58,34.29,0
36.47,34.33,0
36.41,34.34,0
36.34,34.4,0
36.27,34.43,0
36.34,34.33,0
36.41,34.31,0
36.47,34.3,0
36.51,34.37,0
36.41,34.39,0
36.27,34.37,0
36.34,34.33,0
36.41,34.36,0
36.37,34.47,0
36.27,34.54,0
36.2,34.59,0
36.13,34.61,0
36.06,34.6,0
36.13,34.62,0
36.09,34.61,0
36.13,34.59,0
36.13,34.56,0
36.27,34.51,0
36.41,34.47,0
36.65,34.43,0
36.96,34.36,0
37.3,34.23,0
37.37,34.16,0
37.44,34.09,0
37.47,34.1,0
37.51,34.1,0
37.51,34.1,0
37.57,34.14,0
37.51,34.11,0
37.47,34.16,0
37.44,34.2,0
37.37,34.22,0
37.4,34.15,0
37.51,34.12,0
37.57,34.1,0
37.71,33.95,0
37.95,33.94,0
38.19,33.89,0
38.33,33.89,0
38.39,33.86,0
38.43,33.83,0
38.39,33.82,0
38.39,33.76,0
38.43,33.73,0
38.53,33.68,0
38.63,33.65,0
38.67,33.6,0
38.67,33.6,0
38.74,33.57,0
38.84,33.57,0
38.8,33.51,0
39.01,33.45,0
39.28,33.51,0
39.28,33.58,0
39.08,33.56,0
39.21,33.43,0
39.35,33.4,0
39.42,33.43,0
39.45,33.45,0
39.42,33.4,0
39.48,33.39,0
39.48,33.4,0
39.52,33.37,0
39.62,33.3,0
39.72,33.23,0
39.86,33.18,0
39.96,33.19,0
39.99,33.2,0
40.03,33.18,0
39.96,33.23,0
39.89,33.11,0
39.96,33.08,0
40.03,33.04,0
40.13,33,0
40.03,32.98,0
39.82,32.96,0
39.62,32.93,0
39.79,32.91,0
39.82,32.88,0
39.82,32.84,0
39.76,32.83,0
39.69,32.84,0
39.76,32.84,0
39.76,32.9,0
39.72,32.98,0
39.65,32.97,0
39.76,32.95,0
39.89,32.95,0
40.03,32.96,0
40.2,32.87,0
40.37,32.83,0
40.33,32.81,0
40.3,32.76,0
40.37,32.72,0
40.3,32.7,0
39.93,32.66,0
39.69,32.68,0
39.96,32.69,0
40.16,32.69,0
40.2,32.63,0
40.3,32.57,0
40.37,32.49,0
40.43,32.42,0
40.57,32.36,0
40.57,32.36,0
40.37,32.36,0
40.26,32.35,0
40.09,32.35,0
40.06,32.38,0
40.06,32.38,0
39.89,32.37,0
39.86,32.39,0
39.82,32.39,0
39.82,32.42,0
39.76,32.4,0
39.76,32.35,0
39.79,32.32,0
39.86,32.31,0
39.96,32.32,0
40.09,32.28,0
40.09,32.31,0
40.26,32.34,0
40.23,32.39,0
40.23,32.43,0
40.16,32.46,0
40.09,32.52,0
40.03,32.56,0
39.93,32.59,0
39.93,32.6,0
39.89,32.58,0
39.86,32.6,0
39.93,32.59,0
39.96,32.64,0
39.82,32.65,0
39.82,32.63,0
39.89,32.64,0
39.76,32.67,0
39.62,32.71,0
39.42,32.74,0
39.35,32.74,0
39.48,32.71,0
39.48,32.76,0
39.45,32.78,0
39.45,32.79,0
39.42,32.85,0
39.38,32.87,0
39.35,32.85,0
39.42,32.83,0
39.45,32.85,0
39.38,32.9,0
39.28,32.93,0
39.18,32.97,0
39.08,32.93,0
39.01,32.95,0
39.01,32.96,0
39.01,32.97,0
39.11,32.99,0
39.35,32.97,0
39.42,33,0
39.45,33.02,0
39.69,32.98,0
39.76,32.96,0
39.76,32.93,0
39.76,32.95,0
39.69,32.95,0
39.69,32.94,0
39.69,32.99,0
39.59,33.02,0
39.55,32.96,0
39.65,32.92,0
39.65,32.96,0
39.62,33,0
39.55,33,0
39.48,33.01,0
39.48,33.02,0
39.55,32.98,0
39.62,32.99,0
39.69,32.94,0
39.82,32.89,0
39.89,32.83,0
40.13,32.75,0
40.3,32.78,0
40.23,32.76,0
40.26,32.77,0
40.2,32.83,0
40.16,32.87,0
40.03,32.89,0
39.99,32.89,0
39.96,32.92,0
39.93,32.94,0
39.89,32.97,0
39.86,32.98,0
39.62,32.93,0
39.38,32.91,0
39.14,32.92,0
39.08,32.94,0
39.08,32.93,0
39.08,32.92,0
39.04,32.87,0
38.97,32.81,0
38.87,32.76,0
38.87,32.7,0
38.94,32.66,0
39.04,32.6,0
39.21,32.51,0
39.35,32.44,0
39.42,32.42,0
39.48,32.39,0
39.48,32.37,0
39.52,32.34,0
39.48,32.33,0
39.48,32.33,0
39.48,32.31,0
39.55,32.25,0
39.59,32.23,0
39.55,32.15,0
39.59,32.13,0
39.62,32.16,0
39.62,32.18,0
39.72,32.18,0
39.69,32.16,0
39.72,32.16,0
39.72,32.15,0
39.72,32.18,0
39.69,32.19,0
39.69,32.2,0
39.69,32.2,0
39.76,32.2,0
39.82,32.18,0
39.89,32.17,0
39.93,32.15,0
39.89,32.17,0
39.82,32.18,0
39.76,32.19,0
39.76,32.22,0
39.69,32.24,0
39.62,32.27,0
39.65,32.27,0
39.65,32.26,0
39.69,32.21,0
39.72,32.23,0
39.72,32.22,0
39.69,32.21,0
39.69,32.23,0
39.76,32.21,0
39.86,32.19,0
39.86,32.23,0
39.82,32.26,0
39.76,32.28,0
39.65,32.31,0
39.62,32.31,0
39.62,32.33,0
39.65,32.34,0
39.79,32.34,0
39.96,32.31,0
40.06,32.28,0
40.16,32.33,0
40.16,32.3,0
40.09,32.3,0
40.03,32.29,0
39.99,32.31,0
40.09,32.31,0
40.09,32.32,0
40.16,32.31,0
40.23,32.26,0
40.26,32.26,0
40.3,32.26,0
40.3,32.29,0
40.26,32.29,0
40.26,32.27,0
40.3,32.25,0
40.26,32.25,0
40.3,32.25,0
40.33,32.28,0
40.3,32.28,0
40.2,32.3,0
40.09,32.27,0
40.16,32.31,0
40.09,32.34,0
40.09,32.36,0
40.03,32.32,0
40.06,32.31,0
40.06,32.35,0
40.03,32.37,0
39.99,32.4,0
39.96,32.43,0
39.93,32.43,0
39.89,32.47,0
39.96,32.48,0
39.89,32.48,0
39.79,32.48,0
39.76,32.43,0
39.65,32.45,0
39.62,32.49,0
39.62,32.54,0
39.59,32.55,0
39.55,32.54,0
39.55,32.58,0
39.62,32.53,0
39.82,32.55,0
39.89,32.59,0
39.89,32.59,0
40.03,32.56,0
40.06,32.57,0
40.03,32.53,0
40.03,32.52,0
39.99,32.51,0
39.82,32.47,0
39.79,32.48,0
39.72,32.55,0
39.62,32.6,0
39.55,32.65,0
39.52,32.71,0
39.52,32.71,0
39.48,32.71,0
39.52,32.69,0
39.55,32.68,0
39.45,32.69,0
39.42,32.75,0
39.35,32.84,0
39.35,32.87,0
39.35,32.89,0
39.42,32.88,0
39.42,32.89,0
39.52,32.91,0
39.62,32.9,0
39.76,32.86,0
39.96,32.81,0
40.13,32.85,0
39.93,32.96,0
39.69,32.97,0
39.59,32.97,0
39.52,32.93,0
39.55,32.93,0
39.52,32.95,0
39.55,32.92,0
39.55,32.93,0
39.62,32.91,0
39.62,32.89,0
39.62,32.89,0
39.55,32.86,0
39.35,32.83,0
39.28,32.91,0
39.14,32.94,0
39.04,33.01,0
38.94,33,0
38.84,32.95,0
38.8,32.95,0
38.74,32.91,0
38.77,32.87,0
38.8,32.88,0
38.84,32.84,0
38.97,32.81,0
39.08,32.79,0
39.11,32.8,0
39.08,32.82,0
39.14,32.85,0
39.28,32.88,0
39.45,32.85,0
39.48,32.82,0
39.55,32.83,0
39.69,32.83,0
39.62,32.84,0
39.62,32.88,0
39.59,32.89,0
39.55,32.91,0
39.55,32.93,0
39.52,32.95,0
39.48,32.95,0
39.45,32.95,0
39.55,32.91,0
39.55,32.91,0
39.48,32.92,0
39.48,32.9,0
39.65,32.86,0
39.76,32.83,0
39.65,32.78,0
39.42,32.74,0
39.25,32.69,0
39.14,32.67,0
39.14,32.62,0
